review,sentiment
"It may have not been up for academy awards and admittedly, it's pretty cheesy, but it's just so much fun! Nothing makes me smile like Bill and Ted. Lovable, optimistic, and hilarious, Bill and Ted are a great way to unwind.<br /><br />Although I love Excellent Adventure, Bogus Journey is funnier to me. Death is flippin hilarious and Bill and Ted are even more endearing. People give me grief about loving this movie, but only really pretentious movie-watchers will say it's not even a bit entertaining. If you like this, you'll probably also be a fan of Wayne's World, Dude Where's My Car, and Dumb and Dumber. Admit it, though foolish, they make you grin and turn your tickle box over. So watch them just for kicks and giggles!!",positive
"<br /><br />This film is a summary of Visconti's obssessions: the decadence of nobility, death, aesthetic search, homosexuality...All mingled with melancholic mastery. Slow-paced just to make you abler to contemplate all its beauty (which is in the music and the images as well as in the story)this is the type of film we are not allowed to enjoy anymore, brave, deeply personal and intelligent. The genuine fruit of a genius like Visconti.",positive
"One of the funniest, most romantic, and most musical movies ever; definitely worth renting/buying especially if you have a taste for older style of cinematography.<br /><br /> The animals and the songs alone will make you smile while watching the movie. A definite must for Madonna fans. :o)",positive
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",negative
"Routine suspense yarn about a sociopath (Dillon) who gives his sperm to a clinic of human reproduction and starts to harrass the lives of the woman (Antony) and his husband (Mancuso). Extremely predictable, far-fetched and with undecided tone all the way. Don't lose your time with this one...make a baby instead!",negative
"***Might not consider this having a spoiler, but I'd rather be cautious than careless*** I never saw this movie when I was little. I fell in love with it the first time I saw it with my three year old daughter. I can watch it over and over again.<br /><br />For the little acting Ilene Woods did in her lifetime, she was a wonderful voice for Cinderella; very appealing; very believable. The music really fit the movie perfectly. The acting was great; loved the mice!! You really ""hated"" Lady Tremain and the step-sisters; they were just awful. The cartoonists depicted the spoiled behavior very well.<br /><br />This is a wonderful movie, especially if you are into love stories. My daughter has seen the movie about 25 times and still gets excited at the end.",positive
"This was a fantastic movie about two people, one a young teenage girl, and the other, a middle aged man, who are each looking for someone to help them fulfill a certain emptiness left by former loved ones.<br /><br />Both actors give brilliant performances that various audiences can relate to. The script, although written by Gorman Bechard, seems as though it was written from a woman's point of view. And at the same time, men can relate to the male characters because of how well they were developed and described in the movie.<br /><br />The end of the movie has an unusual but powerful and unexpected twist that leaves you speechless. I would recommend this film to anyone who has ever felt lonely or abandoned by a loved one. It is clear in this film that you are not alone.",positive
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"I almost made a fool of myself when I was going to start this review by saying "" This movie reminded me of BILLY ELLIOT "" but then I looked up the resume of screenwriter Lee Hall only to find out that he was the guy who wrote BILLY ELLIOT so it's Mr Hall who's making a fool of himself not me <br /><br />Am I being a bit cruel on him ? No because Lee has something most other aspiring screenwriters from Britain don't have - He has his foot in the door , he has previously written a successful British movie that won awards and made money at the box office and what does he do next ? He gives the audience more of the same <br /><br />Young Jimmy Spud lives on some kitchen sink estate . He is bullied at school and no one loves him . The only thing keeping him going is that he has aspirations to be a ballet dancer . No actually he has aspirations to be an angel but considering his household he may as well be a ballet dancer . He has a macho waster of a father who thinks "" Ballet dancers are a bunch of poofs while his granddad says "" Ballet dancers are as tough as any man you could meet . I remember seeing the Bolshoi ballet ... "" Yup Ballet is a main talking point on a run down British council estate those days - NOT . Come to think of it neither is left wing politics which seems to be the sole preserve of middle class do gooders who live in nice big houses , so right away everything about this set up feels ridiculously false <br /><br />Another major criticism is that this is a film that has no clue who it's trying to appeal to . I have often criticised Channel 4 for broadcasting movies at totally inappropriate times ( THE LAND THAT TIME FORGOT at 6 am for example ) but they showed this at 2 am and for once they've got it spot on . Considering the story involves politics , ballet dancing ( Gawd I hate it ) lung cancer and poverty there's no way this can be deemed suitable for a family audience but since the main protagonist is an 11 year old child and features angels and ballet dancers ( Don't blame me if I seem obsessed with the subject - there was no need to refer to them ) there's not much here for an intelligent adult audience either . <br /><br />Of course if Lee Hall had been told at the script development stage by the producers that he should write a story featuring a schoolboy and an angel and had flatly refused saying that he wanted to write about other themes and stories then I will apologise but throughout the movie you do get the feeling that once the film was completed it was going to be marketed to the exact same audience who enjoyed BILLY ELLIOT",negative
"Being born in the 1960's I grew up watching the TV ""Movies of the Week"" in the early 70's and loved the creepy movies that were routinely shown including ""Crowhaven Farm"", ""Bad Ronald"", ""Satan's School for Girls"", ""Kolchak the Night Stalker"", etc, but this one is just plain dumb.This is obviously the writer's trying to capitalize on the horrific Manson murders from a few years earlier. The movie stars Dennis Weaver of ""McCloud"" and ""Duel"" fame as a father who takes his family camping on a beach. The family encounters some hippies who for some reason decide to terrorize the family. The reason for this is never explained, and Weaver's pacifistic stance is hard to swallow. For God's sake, call the police, beat the hell of them or something, just don't sit there and whine about it. The acting is pretty lame, the story unbelievable, etc. Susan Dey looks cute in a bikini but that's about it. Ignore this if it ever airs on TV.",negative
"The one who says that Lucio Fulci is not one of the most important names in the history of splatter is probably mad.The Italian director is a legend among hardcore-horror fans,and his work exceeds the barriers of the genre(who can forgot his western,crime or fantasy flicks).This is probably his goriest film,and unfortunately one the last.A horror director(Fulci as himself) starts hallucinating about gruesome murders.He goes to a psychiatrist,who makes him believe he is the criminal.In this time,the doctor begins a long chain of serial crimes.With such a plot,the movie should have been filled with something.And there are roting corpses,crashed or melted heads,stabbings,decapitations,chainsaw dismemberment and many others.Kind of boring sometimes,the film is saved by the excessive violence that will definitely please the gore addicts.",positive
"This stuffy melodrama is quite easily the worst film starring Ingrid Bergman that I've seen. Even her luminous screen presence can't save this insufferably slow and meandering movie that's nearly impossible to sit through without fast-forwarding a lot of it.<br /><br />Only for die-hard Bergman fans; others are very likely to fall asleep. I suggest you to watch ""For Whom the Bell Tolls"" instead.",negative
"You should not take what I am about to say lightly. I've seen many, many films and have reviewed a great deal of them, in print. So when I tell you that this film has the single funniest scene I have ever seen in a movie, you might want to listen to me. There's a lot of diversity of opinion as to what makes this INCREDIBLY stupid movie as funny as it is. And to those who just didn't get, well, I can't blame them, too much. The scene I speak of, comes at about the 30 minute mark and involves a dead convict shackled to John Candy. Up until that point, I had found the film dumb, confusing and it was beginning to lose me. When this scene came up, I laughed so hard, I peed my pants. No movie has ever done that to me before. When the project began, ""Going Berserk"" was supposed to be the SCTV movie. I remember it being announced. As time went on, the cast was whittled down To John Candy, Joe Flaherty & Eugene Levy. There also must have been a regime change at Universal, while it was being shot, because upon being released, it was shown in nearly ZERO theaters. When watching this a second time, I listened to the theme song (which actually flaunts how incomprehensible the plot is, in the lyrics), relaxed my logic nerve and figured out what was going on. Aside from the aforementioned routine, ""Going Berserk"" has many other hilarious scenes to recommend it. This is almost a 3 Stooges flick, except it's much funnier. Director David Steinberg has razor sharp timing, and he must have been laughing all through this. As for Candy, who's basically in charge here, he has NEVER been funnier. With all the plot devices and explanatory scenes thrown out the window, he absolutely runs wild. Flaherty and Levy follow him effortlessly. There is a plot, but it's a plot like ""Animal House"" had a plot, and yeah, the script is uneven, and a little slow to start. Once you know this, however, you can well appreciate the full SCTV style craziness that transpires. It IS stupid, but it's stupid on purpose, and you need to remember that when you see it. DO see it, and discover for yourself, if it has the funniest scene of all time in it.",positive
"****SPOILER ALERT**** All throughout Australia the summer turned into a deluge of rain and hail stones the size of baseballs that was causing havoc in coastal cities like Sydney. It's under these hectic conditions that tax lawyer David Burton, Richard Chamberlain,got involved in a case, as a defense attorney, involving the death of a local aborigine who was found dead outside a Sydney bar. <br /><br />Having five fellow aborigines arrested for Billy Cormans,Athol Compton, death it's determined by the police coroner that Billy died of drowning not by violence even though he had bruises on his neck and shoulders. Yet the court decided to prosecute the five for his death charging them with manslaughter instead of murder.<br /><br />David defending the five gets no help from them in their defense with the accused assailants opting to remain quite and keep what happened to Billy to themselves and take what's coming to them from the court. One of the defendants Chris, David Gulpili, begin to somehow invades David's dreams as if he want's to tell him what was really behind Billy's death.<br /><br />David at first not taking his dreams of Chris seriously begins to sense that their real when he meet him at the courthouse. Chris confirms David's dreams by showing him a strange looking black rock that David saw Chris have in his dreams. Later meeting Chris and, what turns out to be an aborigine shaman, Charlie (Nandjiwarna Amagula) who came to his house that evening David is told that he, like Charlie, has spiritual powers that he inherited from his mother's grandfather. Those powers will reveal to him the future that has to do with the strange weather conditions that are flooding the Australian continent. The earth,Chris tells David, is going through a gigantic cleansing cycle with the old world about to be washed away and the new world ready to take it's place.<br /><br />David is confused about what both Chris and Charlie are telling him but as the rains continue to increase and the ocean waves start to rise he feels that something terrible is going to happen. David want's to know if it's all aborigine folklore or there's some scientific facts, or logic, behind their end of world-like revelations.<br /><br />By now it's obvious that both Chris and Charlie are members of an aborigine tribe right in the heart of modern Sydney. That alone can get Chris off, as well as his four friends, for the murder of Billy. Since the Australian government will not prosecute tribal aborigines, leaving any justice to be done by the tribes themselves. Still Chris refuses to admit he's a member of a native tribe and he and his four friends are convicted of manslaughter in Billy's death with the sentences to be handed down by the judge within days.<br /><br />David now determined to find out what was the reason for Chris' silence, and why Billy had to die, is taken by Chris to the scene of the crime. It's there that David finds out that Billy betrayed Chris' tribe members by going there with Billy not being a member of Chris's aborigine tribe. It's also revealed to David that he himself has some kind of spiritual connection with the Austrailan aborigines as both Charlie and his step-father Rev. Burton,David Parslow, told him. <br /><br />The stage is now set for the great and final cleansing cycle that David's been seeing in both his night-time dreams and day-time visions. It comes in the form of a massive tidal wave rolling out of the Pacific Ocean into the Australian coast city of Sydney and then submerges the entire continent.",positive
<br /><br />Robot jox is a great little film ok some of the sets are bad and the acting is not that great but the special effects are very good for a film of this size and age. You have to remember that this film is over 10 years old now and was made very cheaply in the 1st place so you cant moan to much about the bad parts. So just sit back and watch a cool film with great big robots in it.,positive
"Doug McClure has starred in a few of these British produced genre adventures and this one has got to be the worst of the lot . I know THE LAND THAT TIME FORGOT has its critics but please at least that movie featured location filming and relatively good production values . That's the problem with this movie - The production values go way beyond "" So bad they're good "" affectionate territory and become "" so bad I think I'll go and see what's on the other channels "" <br /><br />One case in point is the first scene featuring the intrepid Cushing and McClure encountering a monster . It's painfully obvious the monster is an average sized man dressed up as a rubber monster being made to look over twenty foot tall via overblown back projection . It becomes even more painfully obvious that our heroes are trying to escape the monster by running on the spot . Have I mentioned that this is one of the more convincing set pieces ? No really this looks like it was filmed in somebody's living room with the spare change left over from that year's DOCTOR WHO budget . Even former DOCTOR WHO Peter Cushing is bland and what should have been an amusing line "" You can't mesmerise me - I'm British "" is delivered in a very flat way ( A very similar line is spoken by Cushing in HORROR EXPRESS ) in a script devoid of characterisation , plotting and memorable dialogue . It's not just the fact that the dialogue is unmemorable it's also infrequent and rare since the monsters don't speak . Wouldn't it have been better having the chief bad guys humanoids like in WARLORDS OF ATLANTIS so that they could explain the plot . Does anyone here know what the plot actually is ? <br /><br />A very tedious British movie that even the twin talents of Caroline Munro can not save . The whole mood of the movie is summed up by the final sequence featuring two keystone cops",negative
"........and an extremely bad one at that!!! How long did this train-wreck last?? 14 episodes or something?? I can see why now.<br /><br />I bought the ""Serenity"" episode from Amazon Unboxed. It was my first purchase, so was free. That is the ONLY good thing about the experience (incident??)<br /><br />I won't comment really on the acting, since these were, I guess, fairly new people who hadn't really gotten the job down just right yet. At least I've never seen them before in any type of major show, theater or TV. If I did, then I have easily forgotten them.<br /><br />But the special effects were absolutely horrendous. True, this isn't exactly a multi-million $$ project, but the original Star Trek did better than this & that was THIRTY-FIVE YEARS ago. I especially got a laugh out of the bad guys (reapers or something like that) ship as it chased the hilarious looking Firefly, with smoke coming out of the engines looking something like a gigantic model rocket. I fully expected to eventually see the Wiley Coyote riding on top, while chasing after the Roadrunner. MODERN jet/rocket engines don't even do it that bad.<br /><br />And that wasn't even the worst of it. The wild-west type shoot-outs had me wondering if I was actually watching a sci-fi film or a Gene Autry one.<br /><br />Regardless of the hype, don't waste your time...I did...all 80-something minutes of the disaster called ""Firefly"".",negative
"Secret Service agent Jay Killion (Charles Bronson) has been assigned to protect the President-elect's wife, the new First Lady (Jill Ireland). She is a very difficult woman and Killion has his hands full. She is the victim of numerous assassination attempts, all directed by the President's Chief of Staff, who wants the First Lady dead. This movie insults your intelligence with not only the story line, but also with the lack of realistic locations. For example, in the scene depicting the Inaugural Parade, the First Lady is in a Rolls Royce convertible with agent Killion and without the President. Also, we know what Washington, DC, is like weather wise in January, and not only is everybody ""top coat less"", you can even see some palm trees in the 70 degree and sunny weather! (Obviously filmed in Hollywood, not Washington, DC). This movie is a joke. It is not worth your time.",negative
"THE FEELING of the need to have someone play the role of Arbiter of Public Taste and Political Correctness always manages to get under our skin. It does seem that these self-appointed, self-superior, pseudo-intellectual types do appear everywhere; be it in one's family, church or bowling league.<br /><br />THESE are the guys who would have society completely disregard and ignore all that went before us; unless, of course, whatever 'it' is does not fly in the face of today's ""acceptable"" language, mores and general ""standards"" of ""proper"" behavior.<br /><br />SO it is that these latter day, high tech book burners have targeted a great deal of what was Hollywood's greatest achievement; namely their participation in our own Allied Propaganda via their unselfishly crafted message and theme films.<br /><br />COLDLY brutal in its generation, the Banned Code and List of Now Unacceptable extends into the Wartime Cartoons that don't meet with the new touchy, feely socially engineered 'official' attitudes; which these ""Thought Police"" have foisted down upon us.<br /><br />WE were truly surprised to see that there seem to be volumes of such animated short subjects. The majority we are aware of are from Warner Brothers' LOONEY TUNES and MERRIE MELODIES; featuring Bugs, Daffy, Elmer & Porky, all in conflict with Hitler, Goerring, 'Il Duce', Tojo and the like. Surprisingly though, we found an ample supply of cartoons from MGM, Walt Disney, Lantz, Paramount-Famous Studios and the Brothers Fleischer.<br /><br />YOU'RE A SAP MR. JAP (Famous Studios/Paramount Pictures, 1942) is a prime example of just what we're talking about.<br /><br />BEING virtually indiscernible from the cartoons that were the output of the Studios of Max and Dave Fleischer before the 1941 business coup-de-tat that moved them out, bringing the new name of ""Famous"" Studios, YOU'RE A SAP MR. JAP bore none of the bland plot elements that would reduce the latter day Popeye Cartoons down to the level of the ultimate formula short movie.<br /><br />WE all remember how we'd have Popeye and Olive Oyl together. Enter Bluto, usually the exponent of wolf whistle and an on acceptable on-screen version of a Male reaction to feminine pulchritude. Olive falls for Bluto's less than honorable attentions; until he gets a little too physical and invariably blurts out, ""Hey Babe, how 'bout a kiss?"" At this point we hear ""Help! Help, Popeye and the diminutive sailor shows up to save the day; replete with the obligatory can of Spinach! DO we exaggerate, Schultz? ONCE again this JAP SAP cartoon is nothing like any of that. Oh sure, it follows the storyline of now having Popeye in the U.S. Navy. The Brothers Fleischer put the little guy in the service in 1941 to conform to the mood in the country and as an open gesture of support for the men now being conscripted in the first Peacetime Draft in United States History. Max and Dave even put Popeye in service aboard the mythical Battleship, the U.S.S. Pensyltucky.<br /><br />OUR point is just this. YOU'RE A SAP MR. JAP and others like SPINACH FER Britain aren't cartoon vehicles for comic relief in the Theatre's program at all in the true sense. Rather they are a sort of grouping of Editorial Cartoons much like those from any ""Great Metropolitan Newspaper"". These animated shorts, much like those still one panel illustrations, have characters that are highly symbolic and representative of Nations, Ideas and Ideals, such as a just and lasting Peace. In most cases, the hero (Popeye, Bugs Bunny or whoever) is alone with the symbol of the Enemy. Both are highly exaggerated visual metaphors for abstract concept and thought; even if they are cloaked in humorous trappings for wider palatability.<br /><br />OUR liberal stupidgencia (the antithesis of intelligencia) may not see themselves this way; but for this sort of behavior, they are no more than Neo Nazi Book burners.<br /><br />PLEASE, allow the future generations to view and appreciate a view of past happenings that is both Historical and Humorous.<br /><br />POODLE SCHNITZ!!",positive
"After reading through many of the reviews, I don't know what movie some people were watching, but clearly it wasn't the same one I saw.<br /><br />This movie is horrible. The acting, primarily Moore's, is just terrible. The woman cannot act. Nice tits, but she just can't act. At no point did she come across as the actual character. Instead, it was spoiled Hollywood actress goes to the beach to play make-believe with the boys.<br /><br />And that's what this movie ultimately is -- Hollywood make-believe. The training sequences are over the top. The politics -- over the top. The political correctness -- over the top. The combat scenes -- you guessed it, over the top. Your mission is to get in and get out without being detected. So what do you do? Why shoot off as many rounds and make as much noise as possible, of course. Oh G.I. Jane, you can be my wing man anytime.<br /><br />The premise is good, but as soon as Hollywood gets a hold of it, we end up with Top Gun with tits.<br /><br />What more is to be expected from commercial US films anymore? Not much I guess.",negative
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure. I vividly remember Ebert giving it one star and it was supposedly booed at Cannes.<br /><br />Apparently these people didn't understand the movie, which is not that hard to comprehend since it's very esoteric, dark, and layered in ways that still astound me. Reading through many of the reviews here I find (even after about 7-8 viewings over the years) many elements of the film I had previously glossed over. But even without understanding much the psychological underpinnings of the story, it's still a cracking suspenser...even if you just take the escalating paranoia and persecution that overtakes Polanski's title character like a tsunami wave over the course of it's two hour running time.<br /><br />Examining the source material --- an excellent novella by underrated novelist Roland Topor --- uncovers more intriguing layers. Polanski's Trekovsky is a milquetoast of the highest order. Though he seems at first to be yet another mild everyday soul, one gradually realizes he is one of those people who seems to aimlessly drift through life, letting it direct him. He seems to have few strong feelings about his likes and dislikes. He finds himself gently pushed this way and that, but never seems to get too bent out of shape regardless. This vague sort of wishy-washy-ness is more noticeable in the novel than the movie, but there are hints of it early in the film too.<br /><br />Making a play for the apartment of a woman, one Mademouiselle Choule, who is in the hospital recovering from a recent suicide attempt, appears to be the most daring thing he has attempted (even effectively haggling down the price of the deposit in the bargain). He soon finds, however, that he is paying for his ""good thing"" in more ways than he cares, as he finds himself in the center of maelstrom created by a building full of neurotic, control freaks who are hypersensitive to even the slightest sign of human life, such as a footstep in the night or a knock on the door.<br /><br />Instead of taking a stand though, Trelkovsky becomes increasingly alienated by the situation, and overtaken by paranoia and a sense of persecution. He becomes obsessed with Choule, imagining himself to be like her, dressing like her, etc. as his own personality rapidly begins to be wiped away by his own insanity.<br /><br />If anyone has ever doubted Polanski's fearlessness as an artist, they'd be well-advised to see this film. His trademark black humor is prominently (and sometimes embarrassingly) on display here and --- god bless him --- he makes himself the butt of it. It's a tour de force performance in one of the richest, riskiest, most Gothic horror movies ever made. That more people haven't seen it is a true crime.",positive
"This reminded me of Spinal Tap, on a more serious level. It's the story of a band doing a reunion tour, but things are not harmonious between them. I was especially impressed with the performance of Bill Nighy as Ray. You felt sorry for him, yet he had a certain creepiness about him. It's a great movie to watch if you have ever seen your favorite band get wrinkly,old and pathetic.Bittersweet, highly recommended..",positive
"It is a tricky thing to play a queen. On the one hand, the actress has to be majestic and imperious, and on the other, she has to show vulnerability in a tough situation as well as the gathering of the courage and resolution to overcome the odds, since almost all movies about queens have that basic plot line. <br /><br />Emily Blunt is quite radiant as Victoria, but it's not as full a performance as I'd like, no blame to her. I can't help but feel like this is a Mills & Boon novel adaptation compared to a darker, more dramatic movie about another young queen, Elizabeth. Hence Blunt doesn't get to run the gamut of queenly emotions, at least not to the full extent, since she's, y'know, the young Victoria. To see the old Victoria, check out Mrs Brown.<br /><br />Jean-Marc Vallee is an interesting choice of director for the movie. He last did C.R.A.Z.Y., which was excellent and propelled him to fame. It was quite a different movie but I remember it looking gorgeous and that's probably the main similarity between the two movies. But while Vallee wrote C.R.A.Z.Y., this one was by Julian Fellowes, and though I really enjoyed his Gosford Park, the story for this movie was much less interesting. I soon got lost with all the governmental politics. Maybe it was less engaging because there was no potential beheading of the monarchy. I'm just saying.",positive
"What a mess--and I'm not referring to the ""destruction"" in the title. I could go on about the hackneyed plot, the lousy effects, the (actually notable) cast grimacing as they deliver the worst lines of their careers, etc. I'll just say there weren't any palm trees in Chicago the last time I checked, and leave it at that.<br /><br />Hmmm...need ten lines to get this posted on IMDb.. OK, well, I think a DVD release with outtakes could be interesting. Maybe Dennehy will reveal what favor got called in for him to appear in this thing. Maybe Dianne Weist will show us the bag of money it must have taken to get her involved. Maybe CBS execs will apologize...",negative
"This movie is more deceiving than ever, using a suspenseful looking actor like Walken to play in this piece of junk made it look like he had nothing better to do than play a boring role like this one! And the fact that the movie was supposed to be about some witch and you really don't see that until almost the end of the movie but meanwhile you have to sit and watch this boring film while it gets, or tries to get to the meaning of the point and you have to go through this whole trail of boring actors and actresses thinking the whole time of how you passed off another movie and decided on this one and how you have just waisted your money just makes the whole point of time useless sitting there. I'd rather watch cartoons for goodness sakes. Leave this one alone,please!",negative
"This typical Mamet film delivers a quiet, evenly paced insight into what makes a confidence man (Joe Mantegna) good. Explored as a psychological study by a noted psychologist (Lindsay Crouse), it slowly pulls her into his world with the usual nasty consequences. The cast includes a number of the players found is several of Mamet's films (Steven Goldstein, Jack Wallace, Ricky Jay, Andy Potok, Allen Soule, William H. Macy), and they do their usual good job. I loved Lindsay Crouse in this film, and have often wondered why she didn't become a more noted player than she has become. Perhaps I'm not looking in the right places!<br /><br />The movie proceeds at a slow pace, with flat dialog, yet it maintains a level of tension throughout which logically leads to the bang-up ending. You'd expect a real let down at the ending, but I found it uplifting and satisfying. I love this movie!",positive
"i can't believe how dumb this movie truly is. the storyline (written by keira knightley's mother) is what ruins the movie to the extreme. it is straight out dull, absurd, and makes absolutely no sense whatsoever...<br /><br />this movie lagged so bad for most of it, especially at the beginning. the story just kept going on and on about their everyday flirts with each other, often times seeming like a threesome. in this movie, you have an annoying deadbeat couple (the poet and his wife) who are complete total drunks from the start. the wife sleeps around with other men to make ends meet, while the poet is a pervert who thrives on cheap boos and women. the wife, who waaayyyyyy too quickly becomes friends with his former childhood lover (played by keira) suddenly gets jealous, knowing full well that the two were lovers since they were kids. something doesn't seem right here....i mean, come on... get with the program lady! what'd you expect.<br /><br />bottom line is: former lovers meet again with new wife embracing it, then gets jealous, then former woman lover gets married and her husband gets jealous, bombards the crazy drunk couple's home, crazy husband calls police, and they end up going to court for the man's attempted murder charges. that's it summed up in a nutshell...<br /><br />this movie had it's moments such as the quality and good acting by cillian murphy, but other than that, i cannot believe i watched it... i complained about it during the movie and some family members watching it with me fell asleep. i decided to give it a chance and i should have stuck to my first instincts.",negative
"Don't listen to most of these people. ill give you a better review of this movie which me and my friend love! Its about Jill Johnson, played by Camilla Belle, who babysits at the Mendrakis' house and someone breaks in. if you're wondering how he got in the house, he went through the garage most likely. so anyway, don't listen to, ""the worst acting"". it has amazing acting. with a great story. I think that there are 2 benefits that Jill has. 1. shes a fast runner and is on the track team. 2.she got out alive! lol.<br /><br />it is a cool movie and quite scary. check it out, you will be happy with this masterpiece. don't listen to the other people on the site. its very good. trust me, i am good at reviewing movies. I'm a future movie critic. i totally want to buy this movie. and you will too when you see it. it is amazingly awesome.",positive
"The recent boom of dating show on U. S. television screens has reached a fevered pitch since the first episode of ""The Bachelor."" Unsuspecting audiences have since been subjected to countless clones and variations, including ""The Bachelorette"", ""Joe Millionaire"", ""For Love Or Money"", and the execrable ""Married By America."" Hoping to cash in on this trend, and simultaneously tap and exploit a new demographic, Bravo has unleashed the disastrous ""Boy Meets Boy"" upon the world. And may they have mercy on us all.<br /><br />The premise is simple and is designed to be light-hearted: an eligible gay man is courted by a number of suitors, eliminated show by show until one is left, but there's a twist. Half of the men are actually straight. This is not much of a big deal, but the inherent viciousness of the scenario kicks in after hearing the pay-off: if, at the end of the show, the gay man picks a straight man in disguise, the straight man wins a cash prize. The gay man gets nothing, or at least nothing more than a few parting gifts, a pat on the back, and a hearty round of ""Aren't you embarrassed? Well, thanks for playing!""<br /><br />Just the like the equally painful ""Queer Eye For The Straight Guy"" (another Bravo program), this show is another example of stereotypes run amok. What makes it even worse, though, is the fact that straight men are playing UP these stereotypes for cash. The producers of this show believe that all you have to do is put enough hair gel in a man's hair, dress up in Abercrombie & Fitch with a pair of designer sandals, strip him of all body hair and fat and voila! It's the gay equivalent to putting a white performer in blackface, and just as offensive to those of us -- like myself -- who are genuinely gay and don't dress/act like that. It implies that gays have no variance or chance for individuality, that they can't behave like real people, only like stereotypes. Never mind the fact that the bank of suitors is sorely lacking in any kind of diversity. All are gym-toned, most are white, and all look far too scrubbed and cleaned.<br /><br />This is another example of how, instead of fostering acceptance of gays as dynamic individuals capable of variance and change, Hollywood has again taken a stereotype and run with it all the way to the bank. I feel genuinely dirty watching this show, as show any gay man who sees this unabashed parade of soft-core pornography masquerading as legitimate television. 1 out of 10.",negative
"Both Disney and Bill Paxton did a fine job in conveying a story that is based in fact. You do not have to like the game of golf to appreciate the story of one man's struggle to overcome the odds. It could have been based on any sport or simply on any other situation which involves competition, though this one just happens to be related to Golf. The only problem I have with the story is that I would have liked to see a bit deeper into each of the main characters, esp. Mr. Ouimet. Mr. Francis Ouimet is a typical young man of his times, turn of the century America, where ""class lines"" are well delineated and woe be it to anyone who deigns to try to rise above his ""class"" standing. I did a bit of historical research and my biggest question was indeed answered, to my satisfaction. Although the circumstances are a bit different than those portrayed in the film, I came away with a feeling of content. I thoroughly enjoyed this movie, I believe you will too.",positive
"If you want a complete waste of time, because pulling lint out of your belly button or cleaning the wax out of your ears or grouting your tile is your idea of a carnival thrill ride, then you'll not want to miss this one.<br /><br />For one thing, forget the VHS cover. NO body in this movie looks that attractive (ie, the Indian girl). Someone else commented that whoever posed for the cover is not the same girl and I agree. The cover is THE most exciting thing about this movie.<br /><br />To put this in perspective, I bought this VHS for 99 cents at K-Mart and three minutes, no, 40 seconds into the movie, I knew I had been ripped off.<br /><br />I finished watching it because 1) I did pay 99 cents after all and, 2)there might possibly, conceivably been a hair of chance some scene in this turkey was worth more than a pinched loaf.<br /><br />There wasn't.<br /><br />Good grief, Fonda. I know you were hard up for roles when you did this, but this is beneath you.",negative
"A swedish splatter movie? Has the world gone insane?<br /><br />Probably not, but it's still not a common sight in these days with swedish gore-flicks, the b-movie business in Sweden seems to have troubles these days, long gone are the golden days of ""Rymdinvasion i lappland"". And this movie seems to have some troubles on its own: it's just too much talk in it, it still manages to be somewhat amusing mainly for the good FX, which are great for a b-movie. The script and most of the acting is still pretty bad though, but that actually don't matter that much, it's supposed to be a gore flick and nothing more, that's where it goes a bit wrong for some reason. There's is simply not enough blood to fill the void. <br /><br />Every person who know about Gert Fylking will have a good laugh over his role as a sgt. though. I nearly laughed my ass off. It's really that hilariously bad. <br /><br />Besides the good parts I've listed there's really nothing else to recommend here unless you're starved for swedish B-movies.<br /><br />4/10",negative
"I can't add much to what has been said already, except I'm going to have to because of the 10 lines minimum policy.<br /><br />I've actually got this on a VHS-to-DVD copy, but the quality is quite poor and I desperately need for it to be officially released.<br /><br />I can just imagine what extras I would like to see (Tim Healy's character swearing his way through one of those 'Football Bloopers' type programmes would be great!). You can imagine it now, can't you? But of course, it looks like most people will have to carry on dreaming about a DVD release.<br /><br />Surely to God there must be someone in the DVD releases department at ITV who also knows something about British culture, is web savvy and has enough about them to look at IMDb now and again? Oh, well.",positive
